longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,is_age_capped,is_price_capped,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_household,rooms_per_person,bedrooms_per_room
-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,0,0,False,False,True,False,3.9802371541501977,1.8046594982078854,0.3098311817279047
-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,0,0,False,False,True,False,3.9,1.475177304964539,0.3125
-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,0,0,False,False,True,False,2.6875,1.3514285714285714,0.3964059196617336
-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,0,0,False,False,True,False,2.045662100456621,1.2190476190476192,0.5055803571428571
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,0,0,False,False,True,False,4.58968058968059,1.7606032045240338,0.24411134903640258
-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,0,0,False,False,True,False,4.473611111111111,1.6442062276671772,0.26482458863706926
-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,1,0,False,False,True,False,4.075,1.4027538726333908,0.27975460122699386
-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,1,0,False,False,True,False,5.021459227467811,1.6690442225392297,0.20085470085470086
-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,1,0,False,False,True,False,4.295454545454546,1.640625,0.2571428571428571
-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,1,0,False,False,True,False,4.77992277992278,1.9903536977491962,0.23263327948303716
-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,1,0,False,False,True,False,6.102459016393443,2.04532967032967,0.22498321020819342
-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,1,0,False,False,True,False,4.5625,1.2914338919925512,0.24585436193222782
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,0,0,False,False,True,False,2.7719298245614037,1.6808510638297873,0.2721518987341772
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,1,0,False,False,True,False,5.994652406417113,2.023465703971119,0.18822479928635147
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,0,0,False,False,True,False,5.869565217391305,1.569767441860465,0.21481481481481482
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,0,0,False,False,True,False,6.229508196721311,2.0159151193633953,0.25
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,1,0,False,False,True,False,7.69811320754717,2.349328214971209,0.19362745098039216
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,0,0,False,False,True,False,6.225563909774436,2.1122448979591835,0.21980676328502416
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,1,0,False,False,True,False,5.401069518716578,1.6721854304635762,0.20693069306930692
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,0,0,False,False,True,False,4.382530120481928,1.8464467005076142,0.24329896907216494
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,1,0,False,False,True,False,6.98639455782313,2.08739837398374,0.23758519961051608
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,1,0,False,False,True,False,6.975609756097561,2.0875912408759123,0.19055944055944055
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,0,0,False,False,True,False,4.584288052373159,1.5364783324190894,0.22991788646911818
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,0,0,False,False,True,False,6.047244094488189,1.9591836734693877,0.19791666666666666
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,0,0,False,False,True,False,3.375451263537906,1.6065292096219932,0.3176470588235294
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,0,0,False,False,True,False,5.552631578947368,1.5071428571428571,0.24170616113744076
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,0,0,False,False,True,False,1.7142857142857142,0.6666666666666666,0.3333333333333333
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,0,0,False,False,True,False,6.2781954887218046,2.8793103448275863,0.19281437125748502
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,0,0,False,False,True,False,2.8177676537585423,1.6233595800524934,0.3734842360549717
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,0,0,False,False,True,False,5.724950884086444,2.3576051779935274,0.1928620452985587
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,0,0,False,False,True,False,5.830917874396135,1.6740638002773924,0.20132560066280034
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,0,0,False,False,True,False,5.369230769230769,1.6555977229601517,0.21432664756446992
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,0,0,False,False,True,False,4.412903225806452,1.9883720930232558,0.2573099415204678
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,0,0,False,False,True,False,3.1972318339100347,1.5172413793103448,0.31277056277056275
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,1,0,False,False,True,False,3.75,1.1475409836065573,0.26666666666666666
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,1,0,False,False,True,False,3.9080459770114944,1.7,0.2852941176470588
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,1,0,False,False,True,False,2.490322580645161,1.115606936416185,0.42487046632124353
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,0,0,False,False,True,False,5.609467455621302,2.0299785867237685,0.1940928270042194
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,1,0,False,False,True,False,6.721739130434782,2.050397877984085,0.18499353169469598
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,0,0,False,False,True,False,2.3157894736842106,1.5120274914089347,0.5125
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,0,0,False,False,True,False,2.6515151515151514,1.6025641025641026,0.3977142857142857
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,0,0,False,False,True,False,2.6923076923076925,0.84,0.4
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,1,1,False,False,True,False,2.929411764705882,0.6287878787878788,0.3132530120481928
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,0,0,False,False,True,False,2.74585635359116,1.2425,0.39436619718309857
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,1,0,False,False,True,False,2.4431818181818183,0.23783185840707965,0.4046511627906977
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,1,0,False,False,True,False,2.823529411764706,0.5026178010471204,0.3229166666666667
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,0,0,False,False,True,False,3.493377483443709,1.4693593314763231,0.3289099526066351
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,0,0,False,False,True,False,3.6723768736616704,1.2923888470233609,0.363265306122449
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,0,0,False,False,True,False,2.294016358157555,1.5361775727875469,0.4648151623193845
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,0,0,False,False,True,False,3.8949152542372882,2.244140625,0.28959965187119235
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,0,0,False,False,True,False,3.681318681318681,1.6584158415841583,0.3194029850746269
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,0,0,False,False,True,False,2.9456,1.8191699604743083,0.3449212384573601
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,0,0,False,False,True,False,3.7071428571428573,1.9766050054406965,0.29865125240847784
-117.04,32.8,11.0,1802.0,440.0,630.0,428.0,2.0337,146700.0,0,0,False,False,False,False,4.210280373831775,2.8603174603174604,0.244173140954495
-121.29,38.89,10.0,653.0,120.0,407.0,146.0,3.3889,110800.0,0,0,True,False,False,False,4.472602739726027,1.6044226044226044,0.18376722817764166
-118.15,33.77,39.0,2428.0,634.0,1312.0,612.0,2.7212,266300.0,0,0,False,False,False,True,3.9673202614379086,1.850609756097561,0.26112026359143325
-118.47,33.99,24.0,1438.0,454.0,665.0,416.0,2.975,500001.0,0,1,False,False,False,False,3.456730769230769,2.162406015037594,0.3157162726008345
-121.77,37.33,9.0,3160.0,468.0,1675.0,470.0,7.5443,348400.0,0,0,False,False,False,False,6.723404255319149,1.8865671641791044,0.14810126582278482
-118.5,33.97,29.0,2737.0,808.0,1157.0,696.0,5.128,500001.0,0,1,False,False,False,False,3.932471264367816,2.365600691443388,0.2952137376689806
-122.96,38.26,20.0,1982.0,358.0,308.0,132.0,3.1429,240900.0,0,0,False,False,False,True,15.015151515151516,6.435064935064935,0.18062563067608475
-118.39,34.08,27.0,6605.0,1710.0,2665.0,1520.0,3.8088,500001.0,0,1,False,False,False,False,4.345394736842105,2.478424015009381,0.25889477668433003
-117.91,34.07,36.0,1390.0,270.0,887.0,266.0,5.0897,189000.0,0,0,False,False,False,False,5.225563909774436,1.5670800450958287,0.19424460431654678
-117.85,33.85,17.0,4678.0,1065.0,2427.0,1020.0,4.2276,254100.0,0,0,False,False,False,False,4.586274509803921,1.9274824886691388,0.22766139375801625
-119.92,38.91,15.0,3831.0,625.0,984.0,328.0,5.0718,162500.0,0,0,True,False,False,False,11.679878048780488,3.893292682926829,0.1631427825632994
-122.49,37.67,29.0,3795.0,675.0,2494.0,696.0,5.2848,260300.0,0,0,False,False,False,True,5.452586206896552,1.5216519647153168,0.17786561264822134
-117.71,33.65,16.0,3774.0,456.0,1587.0,430.0,8.6088,307400.0,0,0,False,False,False,False,8.776744186046512,2.3780718336483933,0.12082670906200318
-118.36,33.91,36.0,2064.0,474.0,1366.0,421.0,4.1,243100.0,0,0,False,False,False,False,4.902612826603326,1.5109809663250366,0.22965116279069767
-117.27,33.04,27.0,1839.0,392.0,1302.0,404.0,3.55,214600.0,0,0,False,False,False,True,4.551980198019802,1.412442396313364,0.21315932572050028
-121.96,37.3,23.0,4040.0,843.0,2181.0,843.0,4.0403,303400.0,0,0,False,False,False,False,4.792408066429418,1.8523613021549747,0.20866336633663365
-122.16,37.74,46.0,1029.0,181.0,567.0,211.0,3.4844,129500.0,0,0,False,False,True,False,4.876777251184834,1.8148148148148149,0.17589893100097181
-117.47,34.12,6.0,10565.0,1767.0,5690.0,1555.0,4.1797,141000.0,0,0,True,False,False,False,6.794212218649518,1.8567662565905096,0.16725035494557502
-117.72,34.0,15.0,4363.0,690.0,2410.0,666.0,5.4824,179700.0,0,0,True,False,False,False,6.551051051051051,1.8103734439834025,0.1581480632592253
-118.31,33.75,34.0,2338.0,393.0,1031.0,373.0,6.287,396400.0,0,0,False,False,False,True,6.2680965147453085,2.267701260911736,0.1680923866552609
-118.19,33.9,32.0,2762.0,652.0,2677.0,632.0,2.5719,105600.0,0,0,False,False,False,False,4.370253164556962,1.0317519611505417,0.23606082548877624
-117.05,32.57,13.0,2880.0,576.0,2450.0,567.0,3.1696,138000.0,0,0,False,False,False,True,5.079365079365079,1.1755102040816328,0.2
-122.17,37.71,38.0,890.0,200.0,481.0,198.0,3.244,179800.0,0,0,False,False,True,False,4.494949494949495,1.8503118503118503,0.2247191011235955
-122.28,37.49,29.0,4148.0,635.0,1638.0,627.0,6.912,457200.0,0,0,False,False,False,True,6.615629984051036,2.5323565323565322,0.15308582449373193
-117.91,33.75,8.0,2346.0,679.0,3842.0,674.0,3.0635,160000.0,0,0,False,False,False,False,3.4807121661721068,0.6106194690265486,0.2894288150042626
-119.25,34.26,30.0,2948.0,827.0,1635.0,750.0,2.67,214900.0,0,0,False,False,False,True,3.9306666666666668,1.8030581039755351,0.2805291723202171
-118.12,33.86,34.0,2116.0,427.0,972.0,396.0,4.8516,213600.0,0,0,False,False,False,False,5.343434343434343,2.1769547325102883,0.20179584120982988
-120.04,36.96,23.0,2126.0,506.0,2091.0,491.0,1.3713,51800.0,0,0,True,False,False,False,4.329938900203666,1.0167384026781445,0.23800564440263405
-118.38,33.86,15.0,1778.0,311.0,908.0,330.0,7.674,329300.0,0,0,False,False,False,False,5.387878787878788,1.9581497797356828,0.1749156355455568
-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,111600.0,0,0,False,False,True,False,4.96983758700696,1.6251896813353566,0.2012138188608777
-118.23,33.9,45.0,1285.0,238.0,840.0,211.0,3.4107,112500.0,0,0,False,False,False,False,6.090047393364929,1.5297619047619047,0.18521400778210118
-117.57,33.91,22.0,2620.0,396.0,1324.0,362.0,5.3735,214600.0,0,0,True,False,False,False,7.237569060773481,1.9788519637462236,0.15114503816793892
-122.34,37.55,44.0,2465.0,328.0,843.0,324.0,6.9533,500001.0,0,1,False,False,False,True,7.6080246913580245,2.9240806642941872,0.1330628803245436
-118.46,34.05,21.0,3639.0,1002.0,1489.0,983.0,4.6197,387500.0,0,0,False,False,False,False,3.7019328585961344,2.4439220953660175,0.27535037098103876
-122.19,37.78,52.0,2198.0,397.0,984.0,369.0,3.22,156500.0,1,0,False,False,True,False,5.956639566395664,2.233739837398374,0.18061874431301184
-117.99,33.88,15.0,2298.0,567.0,1261.0,527.0,4.2422,159400.0,0,0,False,False,False,False,4.3605313092979125,1.8223632038065027,0.24673629242819844
-119.05,36.06,23.0,2344.0,407.0,1184.0,406.0,3.1625,70600.0,0,0,True,False,False,False,5.773399014778325,1.9797297297297298,0.17363481228668942
-119.19,34.15,31.0,4175.0,1004.0,3310.0,954.0,3.1989,185400.0,0,0,False,False,False,True,4.376310272536688,1.2613293051359518,0.24047904191616767
-121.62,36.67,45.0,1827.0,408.0,1507.0,410.0,2.8942,129000.0,0,0,False,False,False,False,4.45609756097561,1.212342402123424,0.2233169129720854
-116.77,33.92,19.0,2307.0,525.0,1266.0,437.0,1.6875,63000.0,0,0,True,False,False,False,5.279176201372998,1.8222748815165877,0.22756827048114434
-119.1,35.79,19.0,1809.0,477.0,2051.0,416.0,1.8144,49800.0,0,0,True,False,False,False,4.3485576923076925,0.8820087762067285,0.263681592039801
-119.06,34.37,32.0,3885.0,759.0,2504.0,736.0,3.6453,201700.0,0,0,False,False,False,False,5.278532608695652,1.551517571884984,0.19536679536679535
-121.86,39.75,18.0,1651.0,309.0,856.0,293.0,3.5046,118300.0,0,0,True,False,False,False,5.63481228668942,1.9287383177570094,0.18715929739551787
-118.02,34.13,34.0,1966.0,319.0,980.0,297.0,7.7307,429000.0,0,0,True,False,False,False,6.619528619528619,2.0061224489795917,0.16225839267548323
-118.05,34.06,25.0,1022.0,291.0,1570.0,297.0,3.023,142000.0,0,0,False,False,False,False,3.441077441077441,0.6509554140127388,0.2847358121330724
-118.09,33.98,37.0,1226.0,255.0,1068.0,271.0,3.1607,172200.0,0,0,False,False,False,False,4.523985239852398,1.147940074906367,0.20799347471451876
-122.51,38.06,24.0,9493.0,1935.0,5162.0,1880.0,3.0742,118800.0,0,0,False,False,True,False,5.049468085106383,1.839015885315769,0.20383440429790373
-117.94,34.06,32.0,3418.0,662.0,2003.0,622.0,4.0333,210200.0,0,0,False,False,False,False,5.495176848874598,1.706440339490764,0.19368051492100644
-118.37,34.02,44.0,1944.0,458.0,981.0,377.0,2.6154,193200.0,0,0,False,False,False,False,5.156498673740053,1.981651376146789,0.23559670781893005
-118.26,33.85,24.0,9071.0,1335.0,4558.0,1327.0,5.542,197500.0,0,0,False,False,False,False,6.8357196684250185,1.9901272487933304,0.1471723073531033
-121.28,38.68,16.0,3467.0,615.0,1478.0,601.0,3.75,147300.0,0,0,True,False,False,False,5.768718801996672,2.34573748308525,0.17738678973175656
-118.11,33.91,29.0,889.0,166.0,597.0,163.0,4.9609,186700.0,0,0,False,False,False,False,5.45398773006135,1.4891122278056952,0.18672665916760406
-117.2,33.38,14.0,5392.0,821.0,2350.0,810.0,5.0507,291500.0,0,0,False,False,False,False,6.6567901234567906,2.294468085106383,0.15226261127596438
-118.2,34.11,52.0,1901.0,525.0,1856.0,480.0,3.0,156400.0,1,0,False,False,False,False,3.9604166666666667,1.0242456896551724,0.27617043661230933
-118.38,34.05,40.0,2352.0,598.0,1133.0,563.0,3.238,287500.0,0,0,False,False,False,False,4.177619893428064,2.0759046778464256,0.2542517006802721
-117.18,32.84,30.0,2290.0,523.0,1272.0,472.0,3.5606,165100.0,0,0,False,False,False,True,4.851694915254237,1.800314465408805,0.22838427947598253
-119.7,34.4,25.0,1858.0,493.0,865.0,460.0,3.0938,312500.0,0,0,False,False,False,True,4.039130434782609,2.1479768786127167,0.26533907427341225
-118.51,34.3,24.0,6145.0,868.0,2710.0,875.0,7.5078,344000.0,0,0,False,False,False,False,7.022857142857143,2.2675276752767526,0.14125305126118795
-116.39,33.69,10.0,11659.0,2007.0,2186.0,1083.0,6.9833,238800.0,0,0,True,False,False,False,10.765466297322252,5.333485818847209,0.17214169311261687
-117.28,32.83,34.0,2392.0,653.0,933.0,619.0,3.7306,500000.0,0,0,False,False,False,True,3.864297253634895,2.5637727759914255,0.2729933110367893
-122.45,40.85,20.0,2701.0,573.0,892.0,358.0,2.7736,107800.0,0,0,True,False,False,False,7.544692737430168,3.0280269058295963,0.21214365049981487
-117.87,33.72,39.0,3167.0,669.0,2789.0,619.0,3.5902,165900.0,0,0,False,False,False,False,5.116316639741519,1.135532448906418,0.21124092200820965
-119.32,36.31,21.0,2309.0,424.0,1047.0,453.0,2.9886,87500.0,0,0,True,False,False,False,5.097130242825607,2.2053486150907355,0.18362927674317886
-122.27,37.54,15.0,2126.0,310.0,905.0,306.0,8.9083,500001.0,0,1,False,False,True,False,6.947712418300654,2.349171270718232,0.1458137347130762
-122.71,38.5,15.0,5645.0,830.0,2324.0,769.0,6.6104,330900.0,0,0,False,False,False,False,7.340702210663199,2.429001721170396,0.1470327723649247
-119.77,36.77,29.0,2554.0,705.0,2669.0,655.0,1.2176,61900.0,0,0,True,False,False,False,3.899236641221374,0.956912701386287,0.2760375880971026
-121.44,38.64,18.0,1756.0,442.0,837.0,320.0,1.125,70500.0,0,0,True,False,False,False,5.4875,2.097968936678614,0.2517084282460137
-117.16,32.8,37.0,422.0,79.0,211.0,80.0,3.0625,159700.0,0,0,False,False,False,True,5.275,2.0,0.1872037914691943
-119.78,36.65,27.0,1226.0,240.0,706.0,211.0,2.77,68400.0,0,0,True,False,False,False,5.81042654028436,1.7365439093484418,0.19575856443719414
-122.16,39.78,32.0,1288.0,221.0,562.0,203.0,2.325,69600.0,0,0,True,False,False,False,6.344827586206897,2.2918149466192173,0.17158385093167702
-118.19,33.86,38.0,2009.0,524.0,1449.0,451.0,2.7045,155400.0,0,0,False,False,False,False,4.454545454545454,1.3864734299516908,0.26082628173220507
-117.09,32.72,33.0,1096.0,240.0,716.0,224.0,1.6944,111800.0,0,0,False,False,False,True,4.892857142857143,1.5307262569832403,0.21897810218978103
-118.29,33.92,23.0,2503.0,532.0,1735.0,505.0,2.7368,162800.0,0,0,False,False,False,False,4.956435643564356,1.4426512968299712,0.21254494606472232
-122.29,37.55,27.0,3789.0,874.0,2243.0,866.0,4.39,270100.0,0,0,False,False,False,True,4.375288683602771,1.6892554614355773,0.23066772235418317
-120.76,37.61,30.0,816.0,159.0,531.0,147.0,3.2604,87900.0,0,0,True,False,False,False,5.551020408163265,1.536723163841808,0.1948529411764706
-118.58,34.22,35.0,2560.0,441.0,1428.0,468.0,5.6345,228200.0,0,0,False,False,False,False,5.47008547008547,1.792717086834734,0.172265625
